GPU Name,Architecture,DirectX,Cache,Manufacturer,Power Consumption,Memory,Bandwidth,Memory Bus,Clock Speed,Memory Type,Notebook_GPU,Pixel Speed,Process,Release Date,Release Price,TMUs,Texture Rate
GeForce GT 340,GT215 ,10.1,0,Nvidia,69,1024 ,1024,128,850,GDDR5,No,4,40,01/02/2010 ,$0.00,32.0,18
FirePro V3750,RV730 ,10.1,0,AMD,48,256 ,256,128,700,GDDR3,No,4,55,11/09/2008 ,$0.00,32.0,18
FirePro V5700,RV730 ,10.1,0,AMD,56,512 ,512,128,900,GDDR3,No,6,55,08/08/2008 ,$0.00,32.0,22
GeForce 8400 GS Rev. 4 EVGA 1GB Edition,Tesla GT218 ,10.1,0,Nvidia,40,1024 ,1024,64,600,DDR3,No,2,40,17/04/2007 ,$0.00,8.0,4
GeForce 8400 GS Rev. 4,Tesla GT218 ,10.1,0,Nvidia,40,512 ,512,64,500,DDR3,No,2,40,17/04/2007 ,$0.00,8.0,4
GeForce 8400 GS Rev. 3,Tesla GT218 ,10.1,0,Nvidia,25,512 ,512,64,400,DDR2,No,2,40,12/07/2010 ,$0.00,8.0,4
Radeon HD 4350,R700 RV710 ,10.1,0,AMD,20,512 ,512,64,400,DDR2,No,2,55,30/09/2008 ,$0.00,8.0,5
FireStream 9270,RV770 ,10.1,0,AMD,160,2048 ,2048,256,850,GDDR5,No,12,55,13/11/2008 ,$0.00,40.0,30
Radeon HD 4890 Sapphire Vapor/X OC 2GB Edition,R700 RV790 XT ,10.1,0,AMD,190,2048 ,2048,256,1050,GDDR5,No,14,55,13/07/2009 ,$0.00,40.0,35
Radeon HD 4870,RV770 PRO ,10.1,0,AMD,150,512 ,512,256,900,GDDR5,No,12,55,01/06/2008 ,$0.00,40.0,30
Radeon HD 4850x2,R700 RV770 PRO ,10.1,0,AMD,250,2048 ,2048,256,993,GDDR3,No,10,55,01/04/2009 ,$0.00,40.0,25
Radeon HD 4730 PowerColor PCS Edition,RV770 CE ,10.1,0,AMD,0,512 ,512,128,900,GDDR5,No,6,55,08/11/2009 ,$0.00,32.0,22
Mobility Radeon HD 4870,RV770 ,10.1,0,AMD,65,1024 ,1024,256,700,GDDR5,Yes,9,55,09/01/2009 ,$0.00,40.0,22
GeForce GT 320,GT215 ,10.1,0,Nvidia,43,1024 ,1024,128,790,GDDR3,No,4,40,01/02/2010 ,$0.00,24.0,13
GeForce 315 512MB,GT216 ,10.1,0,Nvidia,33,512 ,512,64,790,DDR3,No,4,40,01/02/2010 ,$0.00,16.0,8
Radeon HD 4770 512MB,R700 RV740 PRO ,10.1,0,AMD,80,512 ,512,128,800,GDDR5,No,12,40,28/04/2009 ,$109.00,32.0,24
Radeon HD 4670 HIS IceQ 1GB Edition,R700 RV730 XT ,10.1,0,AMD,59,1024 ,1024,128,873,GDDR3,No,6,55,01/09/2008 ,$0.00,32.0,24
GeForce 310 512MB,GT218 ,10.1,0,Nvidia,31,512 ,512,64,400,DDR2,No,2,40,01/11/2009 ,$0.00,8.0,5
Radeon HD 4870 PowerColor PCS+ 512MB Edition,R700 RV770 PRO ,10.1,0,AMD,150,512 ,512,256,950,GDDR5,No,12,55,25/06/2008 ,$0.00,40.0,31
Radeon HD 4830 HIS Fan 512MB Edition,R700 RV790 LE ,10.1,0,AMD,95,512 ,512,256,900,GDDR3,No,9,55,21/10/2008 ,$0.00,32.0,18
Radeon HD 4850,R700 RV770 PRO ,10.1,0,AMD,110,512 ,512,256,993,GDDR3,No,10,55,01/06/2008 ,$0.00,40.0,25
Radeon HD 4850 Gigabyte OC Edition,R700 RV770 PRO ,10.1,0,AMD,0,1024 ,1024,256,990,GDDR3,No,11,55,01/06/2009 ,$0.00,40.0,28
Radeon HD 4850 Gigabyte 512MB Edition,R700 RV770 PRO ,10.1,0,AMD,110,512 ,512,256,940,GDDR3,No,10,55,01/10/2011 ,$0.00,40.0,26
Radeon HD 4850 HIS iCooler IV 1GB Edition,R700 RV770 PRO ,10.1,0,AMD,110,1024 ,1024,256,993,GDDR3,No,10,55,01/06/2008 ,$0.00,40.0,25
Radeon HD 4850 Golden Sample Edition,R700 RV770 PRO ,10.1,0,AMD,0,512 ,512,256,1100,GDDR3,No,11,55,01/08/2008 ,$0.00,40.0,28
Radeon HD 4860,RV790 GT ,10.1,0,AMD,130,512 ,512,256,750,GDDR5,No,11,55,09/09/2009 ,$0.00,32.0,22
Radeon HD 4850 Sapphire Vapor/X Edition,R700 RV770 PRO ,10.1,0,AMD,0,1024 ,1024,256,1000,GDDR3,No,10,55,01/10/2011 ,$0.00,40.0,26
Radeon HD 4830 512MB,R700 RV790 LE ,10.1,0,AMD,95,512 ,512,256,900,GDDR3,No,9,55,21/10/2008 ,$130.00,32.0,18
Radeon HD 4650 Asus Low Profile Edition,R700 RV730PRO ,10.1,0,AMD,48,1024 ,1024,128,400,DDR2,No,5,55,01/09/2008 ,$0.00,32.0,19
Radeon HD 4670 512MB,R700 RV730 XT ,10.1,0,AMD,59,512 ,512,128,800,GDDR3,No,6,55,10/09/2008 ,$67.00,32.0,24
Radeon HD 3650,RV635 PRO ,10.1,0,AMD,65,256 ,256,128,800,GDDR3,No,3,55,23/01/2008 ,$0.00,8.0,6
Radeon HD 4550,R700 RV710 ,10.1,0,AMD,25,256 ,256,64,800,GDDR3,No,2,55,01/09/2008 ,$0.00,8.0,5
Radeon HD 3850,RV670 PRO ,10.1,0,AMD,75,256 ,256,256,830,GDDR3,No,11,55,19/11/2007 ,$0.00,16.0,11
Radeon HD 3870,R600 RV670 XT ,10.1,0,AMD,106,512 ,512,256,1126,GDDR4,No,12,55,19/11/2007 ,$0.00,16.0,12
Radeon HD 3470,RV620 PRO ,10.1,0,AMD,30,256 ,256,64,950,GDDR3,No,3,55,23/01/2008 ,$0.00,4.0,3
Radeon HD 3850 AGP,RV670 PRO ,10.1,0,AMD,75,512 ,512,256,830,GDDR3,No,11,55,03/01/2008 ,$0.00,16.0,11
Radeon HD 3850 X3,RV670 PRO ,10.1,0,AMD,145,1536 ,1536,768,850,GDDR3,No,32,55,10/04/2008 ,$0.00,48.0,32
Radeon HD 3450,RV620 LE ,10.1,0,AMD,25,256 ,256,64,500,DDR2,No,2,55,10/12/2007 ,$0.00,4.0,2
Radeon HD 3870 X2,R600 RV670 XT ,10.1,0,AMD,165,1024 ,1024,256,900,GDDR4,No,13,55,28/01/2008 ,$0.00,16.0,13
Radeon HD 4350 1GB,R700 RV710 ,10.1,0,AMD,20,1024 ,1024,64,500,DDR2,No,2,55,30/09/2008 ,$0.00,8.0,5
Mobility Radeon HD 565v,M96 XT ,10.1,0,AMD,35,1024 ,1024,128,800,GDDR3,Yes,5,55,05/05/2010 ,$0.00,32.0,22
Radeon HD 4550 v2,R700 RV710 ,10.1,0,AMD,25,512 ,512,64,800,GDDR3,No,2,55,30/09/2008 ,$0.00,8.0,5
Radeon HD 3850 X2,RV670 PRO ,10.1,0,AMD,140,1024 ,1024,512,828,GDDR3,No,21,55,04/04/2008 ,$0.00,32.0,21
Mobility Radeon HD 560v,M96 ,10.1,0,AMD,35,1024 ,1024,128,800,GDDR3,Yes,4,55,05/05/2010 ,$0.00,32.0,18
Radeon HD 3830,RV670 PRO ,10.1,0,AMD,75,256 ,256,128,830,GDDR3,No,11,55,01/04/2008 ,$0.00,16.0,11
Mobility Radeon HD 545v,M92 ,10.1,0,AMD,15,1024 ,1024,64,800,GDDR3,Yes,3,55,05/05/2010 ,$0.00,8.0,6
Mobility Radeon HD 530v,M92 ,10.1,0,AMD,10,1024 ,1024,64,600,GDDR3,Yes,2,55,05/05/2010 ,$0.00,8.0,4
Mobility Radeon HD 5165,M96 ,10.1,0,AMD,35,1024 ,1024,128,900,GDDR3,Yes,5,40,07/01/2010 ,$0.00,32.0,19
Mobility Radeon HD 5145,M92 ,10.1,0,AMD,15,1024 ,1024,64,900,GDDR3,Yes,3,40,07/01/2010 ,$0.00,8.0,6
Mobility Radeon HD 550v,M96 ,10.1,0,AMD,20,1024 ,1024,128,600,GDDR3,Yes,4,55,05/05/2010 ,$0.00,32.0,14
Mobility Radeon HD 540v,M92 ,10.1,0,AMD,13,512 ,512,64,800,GDDR3,Yes,2,55,05/05/2010 ,$0.00,8.0,4
Radeon HD 6670 v2 Gigabyte 2GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,2048 ,2048,128,800,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6570 v2 PowerColor 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,500,DDR3,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 6670 Asus 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 v2 Sapphire 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,800,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6570 v2 MSI Single Fan 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,900,DDR3,No,5,40,19/09/2011 ,$0.00,24.0,16
Radeon HD 6670,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$99.00,24.0,19
Radeon HD 6570 v2 Sapphire Hyper Memory 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,667,DDR3,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 6570 v2 XFX Silent 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,650,DDR3,No,5,40,15/11/2011 ,$0.00,24.0,16
Radeon HD 6670 Sapphire Ultimate 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 v2 Gigabyte 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,800,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 Sapphire 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 MSI Single Fan 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 HIS Fan 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6670 MSI Dual Fan 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6570 v2 PowerColor 2GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,2048 ,2048,128,500,DDR3,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 6670 v2,Terascale 2 Turks XT ,11.0,256,AMD,66,2048 ,2048,128,800,DDR3,No,6,40,19/04/2011 ,$99.00,24.0,19
Radeon HD 6950,Terascale 3 Cayman Pro ,11.0,512,AMD,200,2048 ,2048,256,1250,GDDR5,No,26,40,15/12/2010 ,$0.00,88.0,70
Radeon HD 6670 v2 HIS Fan 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,800,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6790,Terascale 2 Barts LE ,11.0,512,AMD,150,1024 ,1024,256,1050,GDDR5,No,13,40,04/04/2011 ,$0.00,40.0,34
Radeon HD 6770 PowerColor 1GB Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,21/01/2011 ,$0.00,40.0,34
Radeon HD 6770 Sapphire 1GB Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,18/04/2011 ,$0.00,40.0,34
Radeon HD 6770 MSI MD 1GB,Terascale 2 06iper XT ,11.0,256,AMD,0,1024 ,1024,128,1100,GDDR5,No,13,40,01/10/2010 ,$0.00,40.0,32
Radeon HD 6770 Asus DirectCU 1GB Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,21/01/2011 ,$0.00,40.0,34
Radeon HD 6770 Crossfire,06iper XT ,11.0,,AMD,206,2048 ,2048,128,1200,GDDR5,No,27,28,01/01/2011 ,$0.00,40.0,68
Radeon HD 6770 Asus 1GB Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,21/01/2011 ,$0.00,40.0,34
Radeon HD 6770,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,21/01/2011 ,$0.00,40.0,34
Radeon HD 6750 v2,Terascale 2 06iper PRO ,11.0,256,AMD,86,2048 ,2048,128,800,DDR3,No,11,40,21/01/2011 ,$0.00,36.0,25
Radeon HD 6670 v2 Diamond 2GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,2048 ,2048,128,600,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6750 PowerColor SCS3 Dirt3 1GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,1150,GDDR5,No,11,40,01/04/2011 ,$0.00,36.0,25
Radeon HD 6750 PowerColor 1GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,1000,GDDR5,No,11,40,01/04/2011 ,$0.00,36.0,25
Radeon HD 6750 v2 PowerColor 2GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,2048 ,2048,128,667,DDR3,No,11,40,01/12/2011 ,$0.00,36.0,25
Radeon HD 6750,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,1150,GDDR5,No,11,40,21/01/2011 ,$0.00,36.0,25
Radeon HD 6750 PowerColor Low Profile Dirt3 1GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,1150,GDDR5,No,11,40,01/04/2011 ,$0.00,36.0,25
Radeon HD 6670 XFX Core 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,1000,GDDR5,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6570 v2 Sapphire 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,800,DDR3,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 6670 v2 Gigabyte OC 1GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,1024 ,1024,128,900,DDR3,No,7,40,19/04/2011 ,$0.00,24.0,20
Radeon HD 6750 Gigabyte OC 1GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,1200,GDDR5,No,12,40,01/03/2011 ,$0.00,36.0,27
Radeon HD 6670 v2 MSI 2GB Edition,Terascale 2 Turks XT ,11.0,256,AMD,66,2048 ,2048,128,667,DDR3,No,6,40,19/04/2011 ,$0.00,24.0,19
Radeon HD 6750 v2 PowerColor 1GB Edition,Terascale 2 06iper PRO ,11.0,256,AMD,86,1024 ,1024,128,800,DDR3,No,11,40,01/12/2011 ,$0.00,36.0,25
Radeon HD 6570 v2 MSI Dual Fan 1GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,667,DDR3,No,5,40,19/09/2011 ,$0.00,24.0,16
Radeon HD 6450 v2,Terascale 2 Caicos XT ,11.0,128,AMD,18,512 ,512,64,900,GDDR5,No,3,40,07/04/2011 ,$0.00,8.0,6
Radeon HD 6570 v2 Sapphire 4GB Edition,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,4096 ,4096,128,800,DDR3,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 5850 XFX Black 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1125,GDDR5,No,24,40,13/04/2010 ,$0.00,72.0,55
Radeon HD 5850 PowerColor PCS+ 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1050,GDDR5,No,24,40,01/01/2010 ,$0.00,72.0,55
Radeon HD 5850 Sapphire Vapor/X 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,0,1024 ,1024,256,1050,GDDR5,No,24,40,30/09/2009 ,$0.00,72.0,53
Radeon HD 5850 MSI Twin Frozr II 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1000,GDDR5,No,23,40,30/09/2009 ,$0.00,72.0,52
Radeon HD 5870 1024MB,Terascale 2 Cypress XT ,11.0,512,AMD,188,1024 ,1024,256,1200,GDDR5,No,27,40,23/09/2009 ,$399.00,80.0,68
Radeon HD 5830,Evergreen Cypress LE ,11.0,0,AMD,175,1024 ,1024,256,1000,GDDR5,No,13,40,01/02/2010 ,$0.00,56.0,45
Radeon HD 5770 Sapphire Vapor/X Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,13/10/2009 ,$0.00,40.0,34
Radeon HD 5850 Crossfire,Evergreen Cypress PRO ,11.0,,AMD,300,2048 ,2048,256,1000,GDDR5,No,54,40,18/09/2009 ,$0.00,72.0,122
Radeon HD 5850 Gigabyte OC 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1000,GDDR5,No,24,40,01/04/2010 ,$0.00,72.0,55
Radeon HD 5770 Crossfire,06iper XT ,11.0,,AMD,206,2048 ,2048,128,1200,GDDR5,No,27,28,01/10/2009 ,$0.00,40.0,68
Radeon HD 5850 2048MB,Terascale 2 Cypress PRO ,11.0,512,AMD,185,2048 ,2048,256,1000,GDDR5,No,23,40,30/09/2009 ,$299.00,72.0,52
Radeon HD 5770 Sapphire 1GB Edition,Terascale 2 06iper XT ,11.0,256,AMD,108,1024 ,1024,128,1200,GDDR5,No,14,40,13/10/2009 ,$0.00,40.0,34
Radeon HD 5850 HIS iCooler V Turbo 1GB Edition,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1125,GDDR5,No,24,40,30/09/2009 ,$0.00,72.0,55
Radeon HD 5850 1024MB,Terascale 2 Cypress PRO ,11.0,512,AMD,151,1024 ,1024,256,1000,GDDR5,No,23,40,30/09/2009 ,$299.00,72.0,52
Radeon HD 5770 Club 3D Edition,Terascale 2 06iper XT ,11.0,256,AMD,0,1024 ,1024,128,1200,GDDR5,No,14,40,01/11/2009 ,$0.00,40.0,34
Radeon HD 5770 Asus v2 Edition,Terascale 2 06iper XT ,11.0,256,AMD,150,1024 ,1024,128,1200,GDDR5,No,14,40,01/11/2009 ,$0.00,40.0,34
Radeon HD 5770 MSI Hawk Edition,Terascale 2 06iper XT ,11.0,256,AMD,0,1024 ,1024,128,1200,GDDR5,No,14,40,16/12/2009 ,$0.00,40.0,35
Radeon HD 5870 2048MB,Terascale 2 Cypress XT ,11.0,512,AMD,195,2048 ,2048,256,1200,GDDR5,No,27,40,01/09/2009 ,$399.00,80.0,68
Radeon HD 6570 v2,Terascale 2 Turks PRO/L ,11.0,256,AMD,44,1024 ,1024,128,900,DDR3,No,5,40,07/02/2011 ,$0.00,24.0,16
Radeon HD 5870 Asus v2 1GB Edition,Terascale 2 Cypress XT ,11.0,512,AMD,300,1024 ,1024,256,1200,GDDR5,No,27,40,12/05/2010 ,$0.00,80.0,68
Radeon HD 5970 Crossfire,Hemlock XT ,11.0,,AMD,588,4096 ,4096,512,1000,GDDR5,No,93,40,01/11/2009 ,$0.00,160.0,232
Radeon HD 6450 v4,Terascale 2 Caicos XT ,11.0,128,AMD,18,2048 ,2048,64,580,GDDR3,No,3,40,05/04/2012 ,$0.00,8.0,5
Radeon HD 6450A,Terascale 2 Caicos PRO ,11.0,128,AMD,25,1024 ,1024,64,533,DDR3,No,3,40,07/04/2011 ,$0.00,8.0,5
Radeon HD 6450 v3 MSI Low Profile 2GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,2048 ,2048,64,667,GDDR3,No,3,40,19/04/2011 ,$0.00,8.0,5
Radeon HD 6450 v3 Gigabyte OC 1GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,1024 ,1024,64,800,GDDR3,No,3,40,17/04/2011 ,$0.00,8.0,5
Radeon HD 6450 v3 Sapphire 2GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,2048 ,2048,64,667,GDDR3,No,3,40,19/04/2011 ,$0.00,8.0,5
Radeon HD 6450 v3,Terascale 2 Caicos PRO ,11.0,128,AMD,18,512 ,512,64,533,GDDR3,No,3,40,07/02/2011 ,$0.00,8.0,5
Radeon HD 6450 Sapphire OC 512MB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,512 ,512,64,800,GDDR5,No,3,40,07/04/2011 ,$0.00,8.0,6
Radeon HD 6770 XFX 1GB GDDR5 Core Edition,Terascale 2 06iper XT ,11.0,256,AMD,0,1024 ,1024,128,1200,GDDR5,No,14,40,01/01/2011 ,$0.00,40.0,34
Radeon HD 6450,Terascale 2 Caicos PRO ,11.0,128,AMD,18,512 ,512,64,800,GDDR5,No,3,40,07/04/2011 ,$55.00,8.0,5
Radeon HD 6450 v3 Asus Low Profile Silent 2GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,1024 ,1024,64,600,GDDR3,No,3,40,25/08/2011 ,$0.00,8.0,5
Radeon HD 6350,Terascale Cedar PRO ,11.0,128,AMD,19,512 ,512,64,800,GDDR3,No,3,40,07/02/2011 ,$23.00,8.0,5
Radeon HD 6570,Terascale 2 Turks PRO ,11.0,256,AMD,60,1024 ,1024,128,1000,GDDR5,No,5,40,19/04/2011 ,$0.00,24.0,16
Radeon HD 6450 v3 MSI Low Profile 1GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,1024 ,1024,64,667,GDDR3,No,3,40,19/04/2011 ,$0.00,8.0,5
Radeon HD 6290,Terascale Cedar LE ,11.0,128,AMD,19,1024 ,1024,64,800,GDDR3,No,3,40,04/12/2011 ,$0.00,8.0,5
Radeon HD 6450 v3 Sapphire 1GB Edition,Terascale 2 Caicos PRO ,11.0,128,AMD,18,1024 ,1024,64,667,GDDR3,No,3,40,19/04/2011 ,$0.00,8.0,5
Radeon HD 5970 Eyefinity,Hemlock XT ,11.0,,AMD,294,4096 ,4096,256,1000,GDDR5,No,46,40,18/11/2009 ,$0.00,80.0,116
Radeon HD 5870 MSI Lightning Edition,Terascale 2 Cypress XT ,11.0,512,AMD,188,1024 ,1024,256,1200,GDDR5,No,29,40,23/02/2010 ,$0.00,80.0,72
Radeon HD 5870 Crossfire,Evergreen Cypress XT ,11.0,,AMD,350,2048 ,2048,256,1200,GDDR5,No,54,40,18/09/2009 ,$0.00,80.0,136
Radeon HD 6790 IceQ X Turbo 1GB Edition,Terascale 2 Barts LE ,11.0,512,AMD,0,1024 ,1024,256,1100,GDDR5,No,14,40,01/04/2011 ,$0.00,40.0,36
Radeon HD 6850 MSI OC 8cm PWM Fan Edition,Terascale 2 Barts Pro ,11.0,512,AMD,0,1024 ,1024,256,1000,GDDR5,No,26,40,01/10/2010 ,$0.00,48.0,38
Radeon HD 6790 XFX 1GB Edition,Terascale 2 Barts LE ,11.0,512,AMD,0,1024 ,1024,256,1050,GDDR5,No,13,40,01/04/2011 ,$0.00,40.0,34
Radeon R5 230,Terascale 2 Caicos PRO/L ,11.0,128,AMD,19,1024 ,1024,64,533,DDR3,No,3,40,03/04/2014 ,$0.00,8.0,5
FirePro V5900,Cayman LE GL ,11.0,0,AMD,75,2048 ,2048,256,1000,GDDR5,No,19,40,24/05/2011 ,$0.00,32.0,19
Radeon R5 230 Asus Silent 2GB Edition,Terascale 2 Caicos PRO/L ,11.0,128,AMD,19,2048 ,2048,64,600,DDR3,No,3,40,03/04/2014 ,$0.00,8.0,5
GeForce GTX Titan Z EVGA Superclocked 12GB Edition,Kepler GK110B ,11.0,,Nvidia,375,12288 ,12288,384,1750,GDDR5,No,88,28,28/05/2014 ,$0.00,240.0,439
Radeon R5 230 PowerColor 1GB Edition,Terascale 2 Caicos PRO/L ,11.0,128,AMD,19,1024 ,1024,64,667,DDR3,No,3,40,03/04/2014 ,$0.00,8.0,5
Radeon HD 6990 Crossfire,Terascale 2 Antilles (x2) ,11.0,1024(x2),AMD,750,8192 ,8192,512,1250,GDDR5,No,106,40,01/03/2011 ,$0.00,192.0,319
GeForce GTX Titan Z EVGA Hydro Copper 12GB Edition,Kepler GK110B ,11.0,,Nvidia,375,12288 ,12288,384,1750,GDDR5,No,90,28,28/05/2014  ,$0.00,240.0,452
Radeon HD 6990,Terascale 3 Antilles ,11.0,512(x2),AMD,375,4096 ,4096,256,1250,GDDR5,No,53,40,08/03/2011 ,$0.00,96.0,159
Radeon HD 6990 Asus Edition,Terascale 3 Antilles ,11.0,1024,AMD,375,4096 ,4096,512,1250,GDDR5,No,53,40,01/03/2011 ,$0.00,192.0,159
Radeon HD 6970 XXX Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1400,GDDR5,No,29,40,01/12/2010 ,$0.00,96.0,86
Radeon HD 6970 Sapphire Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,01/12/2011 ,$0.00,96.0,84
Radeon HD 6970 MSI Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,01/12/2010 ,$0.00,96.0,84
Radeon HD 6970 Sapphire Dual Fan 2GB Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,26/09/2011 ,$0.00,96.0,84
Radeon HD 6970 Lightning Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,30,40,01/12/2010 ,$0.00,96.0,90
Radeon HD 6970 PowerColor 2GB Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,14/12/2010 ,$369.00,96.0,84
Radeon HD 6970 HIS IceQ 2GB Edition,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,14/12/2010 ,$0.00,96.0,84
Radeon HD 6970 CrossFire,Terascale 3 Cayman XT (x2) ,11.0,256(x2),AMD,550,2048 ,2048,256,1375,GDDR5,No,56,40,15/12/2010 ,$0.00,96.0,169
FirePro V9800,Cypress XT ,11.0,0,AMD,250,4096 ,4096,256,1150,GDDR5,No,27,28,01/09/2010 ,$0.00,80.0,68
Radeon HD 6970,Terascale 3 Cayman XT ,11.0,512,AMD,250,2048 ,2048,256,1375,GDDR5,No,28,40,14/12/2010 ,$369.00,96.0,84
Radeon R5 230 Gigabyte 1GB Edition,Terascale 2 Caicos PRO/L ,11.0,128,AMD,19,1024 ,1024,64,533,DDR3,No,3,40,03/04/2014 ,$0.00,8.0,5
FireStream 9350,RV870 ,11.0,0,AMD,150,2048 ,2048,256,1000,GDDR5,No,22,55,01/06/2010 ,$0.00,72.0,50
Mobility Radeon HD 5750,Terascale 2 Madison PRO ,11.0,256,AMD,25,1024 ,1024,128,800,GDDR5,Yes,4,40,07/01/2010 ,$0.00,20.0,11
Mobility Radeon HD 5430,Terascale 2 Park LP ,11.0,128,AMD,7,1024 ,1024,64,800,GDDR3,Yes,2,40,07/01/2010 ,$0.00,8.0,4
